繰上不可(×）,依頼日,品目コード,入目,予定数量(㎏),納期,チケットＮＯ,品名,入れ目,荷姿,SVライン,SV流量(㎏/h),SPライン,SP流量(㎏/h),アレルゲン,初回限定,最終限定,KI製品,テンパリング,窒素ガス,沃素価,バッチ制限,MO-7S配合,リパック,特記事項,nouki_copy,KI,SP_rate/hr,SP_time_taken,SV_rate/hr,SV_time_taken,slot,ライン,備考,流速,生産日,順番
,,25232924850,15.0,12700,2024-05-04,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-05-03,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25232924850,15.0,12700,2024-05-13,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-05-13,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25232924850,15.0,12700,2024-04-10,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-04-10,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25232924850,15.0,12700,2024-05-07,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-05-07,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25232924850,15.0,12700,2024-05-04,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-05-03,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25232924850,15.0,12700,2024-05-20,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-05-20,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25232924850,15.0,12700,2024-05-27,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-05-27,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25232924850,15.0,12700,2024-06-08,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-06-07,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-02-26,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-02-26,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-03-11,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-03-11,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-03-18,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-03-18,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-03-21,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-03-21,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-03-25,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-03-25,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-03-30,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-03-29,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-04-04,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-04,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-04-08,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-08,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-04-10,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-10,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-04-15,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-15,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-04-17,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-17,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-04-20,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-19,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-04-22,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-22,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-04-01,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-01,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-04-10,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-10,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-04-25,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-25,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-04-30,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-30,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-05-09,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-09,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-05-13,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-13,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-04-15,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-15,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-05-03,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-03,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-05-14,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-14,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-05-16,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-16,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-05-20,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-20,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-05-22,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-22,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,12700,2024-05-23,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-23,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25244422870,15.0,25400,2024-05-27,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-27,×,"5,000",0.0,"8,000",191.0,,,,,,
,,25244422870,15.0,12700,2024-06-10,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-06-10,×,"5,000",0.0,"8,000",96.0,,,,,,
,,25280921850,15.0,12700,2024-03-11,,ﾏｲﾙﾄﾞﾌｱﾂﾄDX(M),,,,,,,,,〇,,〇,,,,,×,,2024-03-08,×,"6,400",0.0,"8,000",96.0,,,ﾊｲDXﾌｧｯﾄ→ｻﾝﾄﾞｸﾘｰﾑMTR→ﾏｲﾙﾄﾞﾌｧｯﾄDXの順で連続可能｡,,,
,,25280921850,15.0,10000,2024-04-08,,ﾏｲﾙﾄﾞﾌｱﾂﾄDX(M),,,,,,,,,〇,,〇,,,,,×,,2024-04-05,×,"6,400",0.0,"8,000",75.0,,,ﾊｲDXﾌｧｯﾄ→ｻﾝﾄﾞｸﾘｰﾑMTR→ﾏｲﾙﾄﾞﾌｧｯﾄDXの順で連続可能｡,,,
,,25280921850,15.0,4464,2024-05-13,,ﾏｲﾙﾄﾞﾌｱﾂﾄDX(M),,,,,,,,,〇,,〇,,,,,×,,2024-05-10,×,"6,400",0.0,"8,000",34.0,,,ﾊｲDXﾌｧｯﾄ→ｻﾝﾄﾞｸﾘｰﾑMTR→ﾏｲﾙﾄﾞﾌｧｯﾄDXの順で連続可能｡,,,
,,25286621830,15.0,12700,2024-02-29,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-02-29,×,"4,000",0.0,"6,000",127.0,,,副原料無添,,,
,,25286621830,15.0,12700,2024-03-11,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-03-11,×,"4,000",0.0,"6,000",127.0,,,副原料無添,,,
,,25286621830,15.0,12700,2024-03-30,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-03-29,×,"4,000",0.0,"6,000",127.0,,,副原料無添,,,
,,25286621830,15.0,12700,2024-04-15,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-04-15,×,"4,000",0.0,"6,000",127.0,,,副原料無添,,,
,,25286621830,15.0,12700,2024-04-22,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-04-22,×,"4,000",0.0,"6,000",127.0,,,副原料無添,,,
,,25286621830,15.0,12700,2024-04-11,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-04-11,×,"4,000",0.0,"6,000",127.0,,,副原料無添,,,
,,25286621830,15.0,12700,2024-04-25,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-04-25,×,"4,000",0.0,"6,000",127.0,,,副原料無添,,,
,,25286621830,15.0,12700,2024-05-09,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-05-09,×,"4,000",0.0,"6,000",127.0,,,副原料無添,,,
,,25286621830,15.0,12700,2024-05-20,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-05-20,×,"4,000",0.0,"6,000",127.0,,,副原料無添,,,
,,25286621830,15.0,12700,2024-05-27,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-05-27,×,"4,000",0.0,"6,000",127.0,,,副原料無添,,,
,,25286621830,15.0,12700,2024-06-10,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-06-10,×,"4,000",0.0,"6,000",127.0,,,副原料無添,,,
,,25299021000,15.0,12700,2024-02-29,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,,,,,,,,,,,,,,,,×,,2024-02-29,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25299021000,15.0,12700,2024-04-06,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,,,,,,,,,,,,,,,,×,,2024-04-05,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25299021000,15.0,12700,2024-04-15,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,,,,,,,,,,,,,,,,×,,2024-04-15,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25299021000,15.0,12700,2024-05-09,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,,,,,,,,,,,,,,,,×,,2024-05-09,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25299021000,15.0,12700,2024-05-13,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,,,,,,,,,,,,,,,,×,,2024-05-13,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25299021000,15.0,12700,2024-05-27,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,,,,,,,,,,,,,,,,×,,2024-05-27,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25306521830,10.0,12700,2024-04-17,,ﾘｽﾌﾚ-ﾃSP-Ⅱ(S),,,,,,,,,,,,,,,,×,,2024-04-17,×,"4,050",0.0,"5,400",142.0,,,,,,
,,25306521830,10.0,12700,2024-04-22,,ﾘｽﾌﾚ-ﾃSP-Ⅱ(S),,,,,,,,,,,,,,,,×,,2024-04-22,×,"4,050",0.0,"5,400",142.0,,,,,,
,,25306521830,10.0,6000,2024-05-27,,ﾘｽﾌﾚ-ﾃSP-Ⅱ(S),,,,,,,,,,,,,,,,×,,2024-05-27,×,"4,050",0.0,"5,400",67.0,,,,,,
,,25317521870,15.0,12700,2024-03-11,,ｼｮｰﾄﾆﾝｸﾞYA-III(H),,,,,,,,〇,,,,,,,,×,,2024-03-11,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25317521870,15.0,12700,2024-03-18,,ｼｮｰﾄﾆﾝｸﾞYA-III(H),,,,,,,,〇,,,,,,,,×,,2024-03-18,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25317521870,15.0,12700,2024-04-22,,ｼｮｰﾄﾆﾝｸﾞYA-III(H),,,,,,,,〇,,,,,,,,×,,2024-04-22,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25317521870,15.0,12700,2024-05-20,,ｼｮｰﾄﾆﾝｸﾞYA-III(H),,,,,,,,〇,,,,,,,,×,,2024-05-20,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25318821000,15.0,28500,2024-03-25,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-03-25,○,-,0.0,"7,500",228.0,,,,,,
,,25318821000,15.0,28500,2024-04-04,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-04-04,○,-,0.0,"7,500",228.0,,,,,,
,,25318821000,15.0,28500,2024-04-18,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-04-18,○,-,0.0,"7,500",228.0,,,,,,
,,25318821000,15.0,28500,2024-04-24,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-04-24,○,-,0.0,"7,500",228.0,,,,,,
,,25318821000,15.0,28500,2024-05-08,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-05-08,○,-,0.0,"7,500",228.0,,,,,,
,,25318821000,15.0,28500,2024-05-22,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-05-22,○,-,0.0,"7,500",228.0,,,,,,
,,25318821000,15.0,28500,2024-06-11,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-06-11,○,-,0.0,"7,500",228.0,,,,,,
,,25710721000,15.0,12700,2024-03-25,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-03-22,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-04-02,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-04-01,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-04-08,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-04-05,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-04-11,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-04-10,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-04-20,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-04-19,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-04-24,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-04-23,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-05-09,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-05-08,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-05-15,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-05-14,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-05-22,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-05-21,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-05-27,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-05-24,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-06-03,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-05-31,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-06-10,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-06-07,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-06-12,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-06-11,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-06-17,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-06-14,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710721000,15.0,12700,2024-05-25,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-05-24,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710722000,15.0,12700,2024-02-27,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-02-26,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710722000,15.0,12700,2024-04-03,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-04-02,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710722000,15.0,12700,2024-04-10,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-04-09,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710722000,15.0,12700,2024-04-25,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-04-24,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710722000,15.0,12700,2024-05-10,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-05-09,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710722000,15.0,12700,2024-05-20,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-05-17,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710722000,15.0,12700,2024-05-27,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-05-24,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25710722000,15.0,12700,2024-06-08,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-06-07,×,"6,000",0.0,"8,000",96.0,,,,,,
,,25711121360,15.0,6000,2024-03-11,,ﾓ-ｾﾞﾙBU(36℃),,,,,,,,,,,,,低,,,×,,2024-03-11,×,"6,000",0.0,"8,000",45.0,,,,,,
,,25711121360,15.0,6000,2024-03-25,,ﾓ-ｾﾞﾙBU(36℃),,,,,,,,,,,,,低,,,×,,2024-03-25,×,"6,000",0.0,"8,000",45.0,,,,,,
,,25716121870,15.0,10000,2024-03-30,,ｼﾞｴﾐﾆNTR(H),,,,,,,,,,,,,,,,×,,2024-03-29,○,-,0.0,"7,000",86.0,,,,,,
,,25716121870,15.0,10000,2024-04-24,,ｼﾞｴﾐﾆNTR(H),,,,,,,,,,,,,,,,×,,2024-04-24,○,-,0.0,"7,000",86.0,,,,,,
,,25716121870,15.0,10000,2024-04-24,,ｼﾞｴﾐﾆNTR(H),,,,,,,,,,,,,,,,×,,2024-04-24,○,-,0.0,"7,000",86.0,,,,,,
,,25716121870,15.0,10000,2024-05-08,,ｼﾞｴﾐﾆNTR(H),,,,,,,,,,,,,,,,×,,2024-05-08,○,-,0.0,"7,000",86.0,,,,,,
,,25716121870,15.0,10000,2024-06-11,,ｼﾞｴﾐﾆNTR(H),,,,,,,,,,,,,,,,×,,2024-06-11,○,-,0.0,"7,000",86.0,,,,,,
,,25800421870,15.0,12700,2024-02-21,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-02-21,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-02-27,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-02-27,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-03-11,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-03-11,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-03-18,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-03-18,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-03-21,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-03-21,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,25400,2024-03-30,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-03-29,×,"6,000",0.0,"8,000",191.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-04-03,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-03,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-04-04,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-04,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-04-08,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-08,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-04-13,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-12,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-04-17,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-17,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,25400,2024-04-20,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-19,×,"6,000",0.0,"8,000",191.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-04-22,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-22,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-04-05,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-05,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,25400,2024-04-09,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-09,×,"6,000",0.0,"8,000",191.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-04-25,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-25,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-04-30,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-30,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-05-06,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-06,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-05-07,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-07,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-05-11,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-10,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-05-14,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-14,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-05-15,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-15,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-05-20,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-20,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,38100,2024-05-27,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-27,×,"6,000",0.0,"8,000",286.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-06-06,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-06-06,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,25800421870,15.0,12700,2024-06-11,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-06-11,×,"6,000",0.0,"8,000",96.0,,,副原料無添,,,
,,26611121000,15.0,12700,2024-02-29,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-02-29,×,"6,300",0.0,"8,000",96.0,,,,,,
,,26611121000,15.0,12700,2024-04-08,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-04-08,×,"6,300",0.0,"8,000",96.0,,,,,,
,,26611121000,15.0,12700,2024-04-13,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-04-12,×,"6,300",0.0,"8,000",96.0,,,,,,
,,26611121000,15.0,12700,2024-05-09,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-05-09,×,"6,300",0.0,"8,000",96.0,,,,,,
,,26611121000,15.0,12700,2024-05-22,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-05-22,×,"6,300",0.0,"8,000",96.0,,,,,,
,,26632521020,15.0,6000,2024-02-29,,ｸﾗｳﾝ ﾗ-ﾄﾞ#300(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-02-29,×,"6,000",0.0,"8,000",45.0,,,,,,
,,26632521020,15.0,6000,2024-03-21,,ｸﾗｳﾝ ﾗ-ﾄﾞ#300(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-03-21,×,"6,000",0.0,"8,000",45.0,,,,,,
,,26632521020,15.0,6000,2024-04-25,,ｸﾗｳﾝ ﾗ-ﾄﾞ#300(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-04-25,×,"6,000",0.0,"8,000",45.0,,,,,,
,,25244822000,15.0,12700,2024-03-30,,ﾊｲﾒﾛ-ｼｮｰﾄLT-2(DIR),,,,,,,,,,,〇,,,,,×,,2024-03-29,×,"5,500",0.0,"8,000",96.0,,,,,,
