繰上不可(×）,依頼日,品目コード,入目,予定数量(㎏),納期,チケットＮＯ,品名,入れ目,荷姿,SVライン,SV流量(㎏/h),SPライン,SP流量(㎏/h),アレルゲン,初回限定,最終限定,KI製品,テンパリング,窒素ガス,沃素価,バッチ制限,MO-7S配合,リパック,特記事項,納期_copy,firsts,lasts,last_first,time_taken,SV_time_taken,SP_time_taken,no_renzoku_seisan,clean_time,kouyousoka_maya,arerukon_maya,weight_limit,only_two,mc_renzo,stretch_flag
,2024-02-14,25138421830,15.0,5000,2024-02-28,,ISｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,準高,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡,2024-02-28,0,0,1,0,38,0,0,0,1,0,0,0,0,0
,2024-03-04,25138421830,15.0,5000,2024-03-30,,ISｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,準高,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡,2024-03-29,0,0,1,0,38,0,0,0,1,0,0,0,0,0
,2024-04-03,25138421830,15.0,5000,2024-04-26,,ISｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,準高,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡,2024-04-26,0,0,1,0,38,0,0,0,1,0,0,0,0,0
,2024-01-31,25805121000,15.0,5000,2024-02-16,,MB-ﾓ-ｾﾞﾙSC,15.0,C/S,〇,8000,×,-,A,,,×,〇,,高,,,,,2024-02-15,0,1,0,0,38,0,1,0,0,0,1,0,0,0
,2024-02-02,25719621870,15.0,9000,2024-03-04,,AKK-Ⅱ(H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,低,,×,×,,2024-03-04,0,0,1,0,68,0,0,0,0,0,0,0,0,0
,2024-05-17,25719621870,15.0,9000,2024-06-10,,AKK-Ⅱ(H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,低,,×,×,,2024-06-10,0,0,1,0,68,0,0,0,0,0,0,0,0,0
2024-02-23 00:00:00,2024-02-05,25211321040,15.0,4000,2024-02-29,,ﾋﾞｸﾄﾘ-ｼｮｰﾄ (4),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,〇,〇,,,×,×,,2024-02-28,0,0,0,0,30,0,0,0,0,0,1,0,0,0
2024-02-27 00:00:00,2024-02-21,25211321040,15.0,4000,2024-02-27,,ﾋﾞｸﾄﾘ-ｼｮｰﾄ (4),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,〇,〇,,,×,×,,2024-02-26,0,0,0,0,30,0,0,0,0,0,1,0,0,0
,2024-02-05,25270521000,15.0,4000,2024-02-17,,ﾌｱﾝﾄﾑ1050,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,,2024-02-16,1,0,0,0,32,0,0,1,0,0,0,0,0,0
,2024-05-15,25270521000,15.0,20000,2024-06-08,,ﾌｱﾝﾄﾑ1050,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,,2024-06-07,1,0,0,0,160,0,0,1,0,0,0,0,0,0
,2024-02-06,25105621000,15.0,6000,2024-03-04,,ﾊﾟﾈﾘ-PV(12),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,,2024-03-04,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-15,25105621000,15.0,6000,2024-03-09,,ﾊﾟﾈﾘ-PV(12),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,,2024-03-08,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-03-18,25105621000,15.0,6000,2024-04-06,,ﾊﾟﾈﾘ-PV(12),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,,2024-04-05,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-04-03,25105621000,15.0,6000,2024-04-25,,ﾊﾟﾈﾘ-PV(12),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,,2024-04-25,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-04-11,25105621000,15.0,12700,2024-04-19,,ﾊﾟﾈﾘ-PV(12),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,,2024-04-19,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-22,25105621000,15.0,6000,2024-05-27,,ﾊﾟﾈﾘ-PV(12),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,,2024-05-27,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-05-09,25105621000,15.0,6000,2024-06-08,,ﾊﾟﾈﾘ-PV(12),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,,2024-06-07,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-06,25117722830,15.0,6000,2024-03-11,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-ADF (S),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-03-11,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-27,25117722830,15.0,6000,2024-04-08,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-ADF (S),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-08,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-03-13,25117722830,15.0,6000,2024-04-11,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-ADF (S),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-11,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-04-03,25117722830,15.0,6000,2024-05-10,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-ADF (S),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-05-10,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-04-09,25117722830,15.0,6000,2024-04-27,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-ADF (S),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-26,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-06,25118721810,15.0,4000,2024-03-04,,ﾌﾟﾚﾐｱﾑｼｮｰﾄPV-ADF(SS),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,〇,準高,,×,×,,2024-03-04,0,0,1,0,30,0,0,0,1,0,0,0,0,0
,2024-03-18,25118721810,15.0,4000,2024-04-11,,ﾌﾟﾚﾐｱﾑｼｮｰﾄPV-ADF(SS),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,〇,準高,,×,×,,2024-04-11,0,0,1,0,30,0,0,0,1,0,0,0,0,0
,2024-02-06,25118721830,15.0,6000,2024-03-11,,ﾌﾟﾚﾐｱﾑｼｮｰﾄPV-ADF (S),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,〇,,,×,×,,2024-03-11,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-14,25118721830,15.0,6000,2024-03-04,,ﾌﾟﾚﾐｱﾑｼｮｰﾄPV-ADF (S),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,〇,,,×,×,,2024-03-04,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-03-18,25118721830,15.0,6000,2024-04-22,,ﾌﾟﾚﾐｱﾑｼｮｰﾄPV-ADF (S),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,〇,,,×,×,,2024-04-22,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-04-02,25118721830,15.0,6000,2024-04-26,,ﾌﾟﾚﾐｱﾑｼｮｰﾄPV-ADF (S),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,〇,,,×,×,,2024-04-26,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-04-03,25118721830,15.0,6000,2024-04-30,,ﾌﾟﾚﾐｱﾑｼｮｰﾄPV-ADF (S),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,〇,,,×,×,,2024-04-30,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-06,25120028810,15.0,6000,2024-02-21,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(SS),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-02-21,1,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-27,25120028810,15.0,6000,2024-03-19,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(SS),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-03-19,1,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-04-22,25120028810,15.0,6000,2024-05-20,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(SS),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-20,1,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-06,25120028830,15.0,25400,2024-02-26,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-02-26,1,0,0,0,191,0,0,0,0,0,0,0,0,0
,2024-02-06,25120028830,15.0,25400,2024-02-29,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-02-29,1,0,0,0,191,0,0,0,0,0,0,0,0,0
,2024-02-06,25120028830,15.0,25400,2024-03-04,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-03-04,1,0,0,0,191,0,0,0,0,0,0,0,0,0
,2024-02-06,25120028830,15.0,38100,2024-03-07,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-03-07,1,0,0,0,286,0,0,0,0,0,0,0,0,0
,2024-02-06,25120028830,15.0,25400,2024-03-11,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-03-11,1,0,0,0,191,0,0,0,0,0,0,0,0,0
,2024-02-27,25120028830,15.0,50800,2024-03-18,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-03-18,1,0,0,0,381,0,0,0,0,0,0,0,0,0
,2024-02-27,25120028830,15.0,25400,2024-03-25,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-03-25,1,0,0,0,191,0,0,0,0,0,0,0,0,0
,2024-02-27,25120028830,15.0,50800,2024-03-30,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-03-29,1,0,0,0,381,0,0,0,0,0,0,0,0,0
,2024-02-27,25120028830,15.0,25400,2024-04-04,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-04,1,0,0,0,191,0,0,0,0,0,0,0,0,0
,2024-02-27,25120028830,15.0,38100,2024-04-08,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-08,1,0,0,0,286,0,0,0,0,0,0,0,0,0
,2024-03-18,25120028830,15.0,38100,2024-04-11,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-11,1,0,0,0,286,0,0,0,0,0,0,0,0,0
,2024-03-18,25120028830,15.0,25400,2024-04-15,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-15,1,0,0,0,191,0,0,0,0,0,0,0,0,0
,2024-03-18,25120028830,15.0,38100,2024-04-18,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-18,1,0,0,0,286,0,0,0,0,0,0,0,0,0
,2024-03-18,25120028830,15.0,38100,2024-04-22,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-22,1,0,0,0,286,0,0,0,0,0,0,0,0,0
2024-04-13 00:00:00,2024-03-26,25120028830,15.0,12700,2024-04-13,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-12,1,0,0,0,96,0,0,0,0,0,0,0,0,0
2024-04-11 00:00:00,2024-03-27,25120028830,15.0,12700,2024-04-11,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-11,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-02,25120028830,15.0,12700,2024-04-25,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-25,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-02,25120028830,15.0,12700,2024-04-25,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-25,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-03,25120028830,15.0,38100,2024-04-30,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-30,1,0,0,0,286,0,0,0,0,0,0,0,0,0
,2024-04-03,25120028830,15.0,25400,2024-05-06,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-06,1,0,0,0,191,0,0,0,0,0,0,0,0,0
,2024-04-03,25120028830,15.0,25400,2024-05-09,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-09,1,0,0,0,191,0,0,0,0,0,0,0,0,0
,2024-04-03,25120028830,15.0,25400,2024-05-13,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-13,1,0,0,0,191,0,0,0,0,0,0,0,0,0
2024-04-20 00:00:00,2024-04-05,25120028830,15.0,12700,2024-04-20,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-19,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-19,25120028830,15.0,12700,2024-04-30,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-30,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-22,25120028830,15.0,50800,2024-05-20,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-20,1,0,0,0,381,0,0,0,0,0,0,0,0,0
,2024-04-22,25120028830,15.0,76200,2024-05-27,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-27,1,0,0,0,572,0,0,0,0,0,0,0,0,0
,2024-05-09,25120028830,15.0,38100,2024-06-06,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-06-06,1,0,0,0,286,0,0,0,0,0,0,0,0,0
,2024-05-09,25120028830,15.0,25400,2024-06-10,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-06-10,1,0,0,0,191,0,0,0,0,0,0,0,0,0
,2024-02-06,25120028870,15.0,12700,2024-02-26,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-02-26,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-06,25120028870,15.0,12700,2024-03-04,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-03-04,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-06,25120028870,15.0,12700,2024-03-07,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-03-07,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-03-18,25120028870,15.0,12700,2024-04-15,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-15,1,0,0,0,96,0,0,0,0,0,0,0,0,0
2024-04-11 00:00:00,2024-03-26,25120028870,15.0,12700,2024-04-11,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-11,1,0,0,0,96,0,0,0,0,0,0,0,0,0
2024-04-04 00:00:00,2024-03-27,25120028870,15.0,12700,2024-04-04,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-04,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-03,25120028870,15.0,12700,2024-04-30,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-30,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-22,25120028870,15.0,12700,2024-05-20,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-20,1,0,0,0,96,0,0,0,0,0,0,0,0,0
2024-05-10 00:00:00,2024-05-02,25120028870,15.0,12700,2024-05-10,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-10,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-05-09,25120028870,15.0,12700,2024-05-27,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-27,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-05-09,25120028870,15.0,12700,2024-06-06,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-06-06,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-05-09,25120028870,15.0,12700,2024-06-10,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添,2024-06-10,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-06,25130921830,15.0,6000,2024-03-04,,ｼｮｰﾄﾆﾝｸﾞAM DIR(S),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,〇,,,×,×,,2024-03-04,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-03-18,25130921830,15.0,6000,2024-04-13,,ｼｮｰﾄﾆﾝｸﾞAM DIR(S),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,〇,,,×,×,,2024-04-12,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-04-03,25130921830,15.0,6000,2024-05-07,,ｼｮｰﾄﾆﾝｸﾞAM DIR(S),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,〇,,,×,×,,2024-05-07,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-06,25132325830,10.0,12700,2024-02-26,,ﾌﾟﾚﾐｱﾑｼｮｰﾄCF 10K(S),10.0,C/S,〇,"5,400",〇,"5,400",A,〇,,×,,〇,,,×,×,副原料無添,2024-02-26,1,0,0,0,142,0,0,0,0,0,0,0,0,0
,2024-02-06,25132325830,10.0,12700,2024-03-07,,ﾌﾟﾚﾐｱﾑｼｮｰﾄCF 10K(S),10.0,C/S,〇,"5,400",〇,"5,400",A,〇,,×,,〇,,,×,×,副原料無添,2024-03-07,1,0,0,0,142,0,0,0,0,0,0,0,0,0
,2024-02-27,25132325830,10.0,12700,2024-03-21,,ﾌﾟﾚﾐｱﾑｼｮｰﾄCF 10K(S),10.0,C/S,〇,"5,400",〇,"5,400",A,〇,,×,,〇,,,×,×,副原料無添,2024-03-21,1,0,0,0,142,0,0,0,0,0,0,0,0,0
,2024-02-27,25132325830,10.0,12700,2024-04-04,,ﾌﾟﾚﾐｱﾑｼｮｰﾄCF 10K(S),10.0,C/S,〇,"5,400",〇,"5,400",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-04,1,0,0,0,142,0,0,0,0,0,0,0,0,0
,2024-03-18,25132325830,10.0,12700,2024-04-13,,ﾌﾟﾚﾐｱﾑｼｮｰﾄCF 10K(S),10.0,C/S,〇,"5,400",〇,"5,400",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-12,1,0,0,0,142,0,0,0,0,0,0,0,0,0
,2024-04-03,25132325830,10.0,12700,2024-04-22,,ﾌﾟﾚﾐｱﾑｼｮｰﾄCF 10K(S),10.0,C/S,〇,"5,400",〇,"5,400",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-22,1,0,0,0,142,0,0,0,0,0,0,0,0,0
,2024-04-03,25132325830,10.0,12700,2024-04-30,,ﾌﾟﾚﾐｱﾑｼｮｰﾄCF 10K(S),10.0,C/S,〇,"5,400",〇,"5,400",A,〇,,×,,〇,,,×,×,副原料無添,2024-04-30,1,0,0,0,142,0,0,0,0,0,0,0,0,0
,2024-04-03,25132325830,10.0,12700,2024-05-10,,ﾌﾟﾚﾐｱﾑｼｮｰﾄCF 10K(S),10.0,C/S,〇,"5,400",〇,"5,400",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-10,1,0,0,0,142,0,0,0,0,0,0,0,0,0
,2024-04-22,25132325830,10.0,12700,2024-05-18,,ﾌﾟﾚﾐｱﾑｼｮｰﾄCF 10K(S),10.0,C/S,〇,"5,400",〇,"5,400",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-17,1,0,0,0,142,0,0,0,0,0,0,0,0,0
,2024-02-06,25134723850,15.0,12700,2024-03-05,,IKｼｮｰﾄ(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-03-05,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-27,25134723850,15.0,12700,2024-03-25,,IKｼｮｰﾄ(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-03-25,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-03-18,25134723850,15.0,12700,2024-04-09,,IKｼｮｰﾄ(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-09,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-03,25134723850,15.0,12700,2024-04-26,,IKｼｮｰﾄ(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-26,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-03,25134723850,15.0,12700,2024-05-13,,IKｼｮｰﾄ(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-05-13,0,0,0,0,96,0,0,0,0,0,0,0,0,0
2024-04-23 00:00:00,2024-04-18,25134723850,15.0,12700,2024-04-23,,IKｼｮｰﾄ(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-23,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-22,25134723850,15.0,12700,2024-05-06,,IKｼｮｰﾄ(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-05-06,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-22,25134723850,15.0,12700,2024-05-15,,IKｼｮｰﾄ(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-05-15,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-22,25134723850,15.0,12700,2024-05-27,,IKｼｮｰﾄ(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-05-27,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-05-09,25134723850,15.0,12700,2024-06-11,,IKｼｮｰﾄ(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-06-11,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-06,25152321830,15.0,12700,2024-02-29,,PSV(S),15.0,C/S,〇,"8,000",〇,"4,400",A,〇,,×,,〇,,,×,×,副原料無添,2024-02-29,1,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-03,25152321830,15.0,6000,2024-05-07,,PSV(S),15.0,C/S,〇,"8,000",〇,"4,400",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-07,1,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-04-09,25152321830,15.0,6000,2024-05-14,,PSV(S),15.0,C/S,〇,"8,000",〇,"4,400",A,〇,,×,,〇,,,×,×,副原料無添,2024-05-14,1,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-06,25212222850,15.0,6000,2024-03-04,,ﾁｴｽﾀ-88-TL(M),15.0,C/S,〇,"5,400",〇,"6,000",A,,,×,〇,〇,,,×,×,,2024-03-01,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-04-03,25212222850,15.0,6000,2024-04-30,,ﾁｴｽﾀ-88-TL(M),15.0,C/S,〇,"5,400",〇,"6,000",A,,,×,〇,〇,,,×,×,,2024-04-29,0,0,0,0,67,0,0,0,0,0,1,0,0,0
