繰上不可(×）,依頼日,品目コード,入目,予定数量(㎏),納期,チケットＮＯ,品名,入れ目,荷姿,SVライン,SV流量(㎏/h),SPライン,SP流量(㎏/h),アレルゲン,初回限定,最終限定,KI製品,テンパリング,窒素ガス,沃素価,バッチ制限,MO-7S配合,リパック,特記事項,納期_copy,firsts,lasts,last_first,time_taken,SV_time_taken,SP_time_taken,no_renzoku_seisan,clean_time,kouyousoka_maya,arerukon_maya,weight_limit,only_two,mc_renzo,stretch_flag
,2024-02-06,25217621360,15.0,12700,2024-03-06,,ｻﾝﾄﾞｼｮｰﾄNT (36ﾟC),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,低,,×,×,,2024-03-06,0,0,1,0,96,0,0,0,0,0,0,0,0,0
,2024-02-27,25217621360,15.0,12700,2024-03-25,,ｻﾝﾄﾞｼｮｰﾄNT (36ﾟC),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,低,,×,×,,2024-03-25,0,0,1,0,96,0,0,0,0,0,0,0,0,0
,2024-02-27,25217621360,15.0,12700,2024-04-08,,ｻﾝﾄﾞｼｮｰﾄNT (36ﾟC),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,低,,×,×,,2024-04-08,0,0,1,0,96,0,0,0,0,0,0,0,0,0
,2024-03-18,25217621360,15.0,12700,2024-04-15,,ｻﾝﾄﾞｼｮｰﾄNT (36ﾟC),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,低,,×,×,,2024-04-15,0,0,1,0,96,0,0,0,0,0,0,0,0,0
,2024-04-03,25217621360,15.0,12700,2024-04-22,,ｻﾝﾄﾞｼｮｰﾄNT (36ﾟC),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,低,,×,×,,2024-04-22,0,0,1,0,96,0,0,0,0,0,0,0,0,0
,2024-02-06,25217722000,18.0,12700,2024-02-29,,ﾁｪｽﾀ-LPV-TL2(18K),18.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡,2024-02-28,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-02-06,25217722000,18.0,12700,2024-03-09,,ﾁｪｽﾀ-LPV-TL2(18K),18.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡,2024-03-08,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-02-27,25217722000,18.0,12700,2024-03-20,,ﾁｪｽﾀ-LPV-TL2(18K),18.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡,2024-03-19,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-02-27,25217722000,18.0,12700,2024-03-30,,ﾁｪｽﾀ-LPV-TL2(18K),18.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡,2024-03-29,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-03-06,25217722000,18.0,12700,2024-04-06,,ﾁｪｽﾀ-LPV-TL2(18K),18.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡,2024-04-05,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-03-18,25217722000,18.0,12700,2024-04-15,,ﾁｪｽﾀ-LPV-TL2(18K),18.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡,2024-04-12,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-04-03,25217722000,18.0,12700,2024-04-30,,ﾁｪｽﾀ-LPV-TL2(18K),18.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡,2024-04-29,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-04-09,25217722000,18.0,12700,2024-05-06,,ﾁｪｽﾀ-LPV-TL2(18K),18.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡,2024-05-03,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-05-09,25217722000,18.0,12700,2024-05-27,,ﾁｪｽﾀ-LPV-TL2(18K),18.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡,2024-05-24,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-02-06,25222122060,15.0,4500,2024-02-21,,ﾆｭｰｼｮｰﾄﾆﾝｸﾞ(6),15.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,,,×,×,,2024-02-21,0,0,0,0,34,0,0,0,0,0,0,0,0,0
,2024-04-22,25222122060,15.0,6000,2024-05-18,,ﾆｭｰｼｮｰﾄﾆﾝｸﾞ(6),15.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,,,×,×,,2024-05-17,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-06,25224021000,15.0,12700,2024-02-29,,ABｼｮｰﾄ(PM),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,,2024-02-28,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-02-06,25224021000,15.0,12700,2024-03-09,,ABｼｮｰﾄ(PM),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,,2024-03-08,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-02-27,25224021000,15.0,12700,2024-03-25,,ABｼｮｰﾄ(PM),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,,2024-03-22,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-02-27,25224021000,15.0,12700,2024-04-03,,ABｼｮｰﾄ(PM),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,,2024-04-02,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-03-13,25224021000,15.0,12700,2024-04-11,,ABｼｮｰﾄ(PM),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,,2024-04-10,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-03-18,25224021000,15.0,12700,2024-04-22,,ABｼｮｰﾄ(PM),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,,2024-04-19,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-04-02,25224021000,15.0,12700,2024-04-13,,ABｼｮｰﾄ(PM),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,,2024-04-12,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-04-03,25224021000,15.0,12700,2024-05-06,,ABｼｮｰﾄ(PM),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,,2024-05-03,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-04-22,25224021000,15.0,12700,2024-05-27,,ABｼｮｰﾄ(PM),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,,2024-05-24,0,0,0,0,96,0,0,0,0,0,1,0,0,0
,2024-02-06,25224321030,15.0,12700,2024-02-26,,PVｼｮｰﾄ(B) (3),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,準高,,×,×,,2024-02-26,0,0,1,0,102,0,0,0,1,0,0,0,0,0
,2024-02-06,25224321030,15.0,12700,2024-03-04,,PVｼｮｰﾄ(B) (3),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,準高,,×,×,,2024-03-04,0,0,1,0,102,0,0,0,1,0,0,0,0,0
,2024-02-27,25224321030,15.0,12700,2024-03-11,,PVｼｮｰﾄ(B) (3),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,準高,,×,×,,2024-03-11,0,0,1,0,102,0,0,0,1,0,0,0,0,0
2024-03-11 00:00:00,2024-02-29,25224321030,15.0,12700,2024-03-11,,PVｼｮｰﾄ(B) (3),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,準高,,×,×,,2024-03-11,0,0,1,0,102,0,0,0,1,0,0,0,0,0
,2024-03-21,25224321030,15.0,6000,2024-04-11,,PVｼｮｰﾄ(B) (3),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,準高,,×,×,,2024-04-11,0,0,1,0,48,0,0,0,1,0,0,0,0,0
,2024-04-22,25224321030,15.0,6000,2024-05-27,,PVｼｮｰﾄ(B) (3),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,準高,,×,×,,2024-05-27,0,0,1,0,48,0,0,0,1,0,0,0,0,0
,2024-02-06,25224321040,15.0,12700,2024-03-11,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-03-11,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-02-27,25224321040,15.0,12700,2024-03-14,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-03-14,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-02-27,25224321040,15.0,12700,2024-03-21,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-03-21,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-02-27,25224321040,15.0,12700,2024-03-30,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-03-29,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-02-27,25224321040,15.0,12700,2024-04-08,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-04-08,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-03-13,25224321040,15.0,12700,2024-04-11,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-04-11,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-03-18,25224321040,15.0,12700,2024-04-15,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-04-15,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-03-18,25224321040,15.0,12700,2024-04-20,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-04-19,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-04-03,25224321040,15.0,12700,2024-04-30,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-04-30,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-04-03,25224321040,15.0,12700,2024-05-10,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-05-10,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-04-22,25224321040,15.0,12700,2024-05-18,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-05-17,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-04-22,25224321040,15.0,12700,2024-05-27,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-05-27,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-05-09,25224321040,15.0,12700,2024-06-11,,PVｼｮｰﾄ(B) (4),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,,2024-06-11,0,0,0,0,102,0,0,0,0,0,0,0,0,0
,2024-02-06,25224621030,15.0,5000,2024-03-07,,ｱﾙｽﾀ-ｼｮｰﾄﾆﾝｸﾞ (3),15.0,C/S,〇,"8,000",〇,"4,400",A,,,×,,〇,,,×,×,,2024-03-07,0,0,0,0,38,0,0,0,0,0,0,0,0,0
,2024-04-03,25224621030,15.0,5000,2024-04-26,,ｱﾙｽﾀ-ｼｮｰﾄﾆﾝｸﾞ (3),15.0,C/S,〇,"8,000",〇,"4,400",A,,,×,,〇,,,×,×,,2024-04-26,0,0,0,0,38,0,0,0,0,0,0,0,0,0
,2024-05-09,25224621030,15.0,6000,2024-06-11,,ｱﾙｽﾀ-ｼｮｰﾄﾆﾝｸﾞ (3),15.0,C/S,〇,"8,000",〇,"4,400",A,,,×,,〇,,,×,×,,2024-06-11,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-06,25225621850,15.0,12700,2024-02-29,,PVｼｮｰﾄEG(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-02-29,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-27,25225621850,15.0,12700,2024-03-18,,PVｼｮｰﾄEG(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-03-18,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-27,25225621850,15.0,12700,2024-04-08,,PVｼｮｰﾄEG(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-08,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-03-13,25225621850,15.0,12700,2024-04-10,,PVｼｮｰﾄEG(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-10,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-03-18,25225621850,15.0,12700,2024-04-15,,PVｼｮｰﾄEG(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-15,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-03,25225621850,15.0,12700,2024-04-30,,PVｼｮｰﾄEG(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-30,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-22,25225621850,15.0,12700,2024-05-20,,PVｼｮｰﾄEG(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-05-20,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-05-09,25225621850,15.0,12700,2024-06-10,,PVｼｮｰﾄEG(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-06-10,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-06,25225621870,15.0,6000,2024-03-11,,PVｼｮｰﾄEG(H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-03-11,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-03-18,25225621870,15.0,6000,2024-04-11,,PVｼｮｰﾄEG(H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-11,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-04-22,25225621870,15.0,6000,2024-05-27,,PVｼｮｰﾄEG(H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-05-27,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,2024-02-06,25226125020,15.0,12700,2024-02-26,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,,2024-02-26,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-06,25226125020,15.0,12700,2024-03-09,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,,2024-03-08,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-27,25226125020,15.0,12700,2024-03-18,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,,2024-03-18,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-27,25226125020,15.0,12700,2024-03-30,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,,2024-03-29,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-27,25226125020,15.0,12700,2024-04-08,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,,2024-04-08,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-03-18,25226125020,15.0,12700,2024-04-18,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,,2024-04-18,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-03,25226125020,15.0,12700,2024-04-30,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,,2024-04-30,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-03,25226125020,15.0,12700,2024-05-13,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,,2024-05-13,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-22,25226125020,15.0,12700,2024-05-22,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,,2024-05-22,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-22,25226125020,15.0,12700,2024-05-27,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,,2024-05-27,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-05-09,25226125020,15.0,12700,2024-06-11,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,,2024-06-11,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-06,25230924830,10.0,6000,2024-02-29,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-02-28,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-02-06,25230924830,10.0,6000,2024-03-11,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-03-08,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-02-27,25230924830,10.0,6000,2024-03-30,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-03-29,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-03-18,25230924830,10.0,6000,2024-04-13,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-04-12,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-04-03,25230924830,10.0,6000,2024-04-30,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-04-29,0,0,0,0,67,0,0,0,0,0,1,0,0,0
2024-04-13 00:00:00,2024-04-03,25230924830,10.0,6000,2024-04-13,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-04-12,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-05-07,25230924830,10.0,6000,2024-05-20,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-05-17,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-02-06,25230924850,10.0,6000,2024-03-09,,ﾁｴｽﾀ-2000 10K (M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-03-08,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-02-27,25230924850,10.0,6000,2024-03-18,,ﾁｴｽﾀ-2000 10K (M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-03-15,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-03-18,25230924850,10.0,6000,2024-04-06,,ﾁｴｽﾀ-2000 10K (M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-04-05,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-03-18,25230924850,10.0,6000,2024-04-15,,ﾁｴｽﾀ-2000 10K (M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-04-12,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-04-03,25230924850,10.0,6000,2024-04-30,,ﾁｴｽﾀ-2000 10K (M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-04-29,0,0,0,0,67,0,0,0,0,0,1,0,0,0
2024-04-11 00:00:00,2024-04-03,25230924850,10.0,6000,2024-04-11,,ﾁｴｽﾀ-2000 10K (M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-04-10,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-02-06,25230924890,10.0,6000,2024-03-04,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-03-01,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-02-27,25230924890,10.0,6000,2024-03-18,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-03-15,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-02-27,25230924890,10.0,6000,2024-03-25,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-03-22,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-04-02,25230924890,10.0,6000,2024-04-13,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-04-12,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-04-02,25230924890,10.0,6000,2024-04-26,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-04-25,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-04-03,25230924890,10.0,6000,2024-05-11,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-05-10,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-04-09,25230924890,10.0,6000,2024-04-27,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-04-26,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-04-09,25230924890,10.0,6000,2024-05-07,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-05-06,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-04-09,25230924890,10.0,6000,2024-05-13,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-05-10,0,0,0,0,67,0,0,0,0,0,1,0,0,0
2024-05-06 00:00:00,2024-04-24,25230924890,10.0,6000,2024-05-06,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-05-03,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-04-24,25230924890,10.0,12700,2024-05-20,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-05-17,0,0,0,0,142,0,0,0,0,0,1,0,0,0
,2024-04-24,25230924890,10.0,12700,2024-05-27,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-05-24,0,0,0,0,142,0,0,0,0,0,1,0,0,0
,2024-05-07,25230924890,10.0,6000,2024-05-20,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-05-17,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-05-09,25230924890,10.0,6000,2024-05-27,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-05-24,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-05-09,25230924890,10.0,6000,2024-06-08,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,,2024-06-07,0,0,0,0,67,0,0,0,0,0,1,0,0,0
,2024-02-06,25232924850,15.0,12700,2024-02-29,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-02-29,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-06,25232924850,15.0,12700,2024-03-11,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-03-11,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-27,25232924850,15.0,12700,2024-03-30,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-03-29,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-02-27,25232924850,15.0,12700,2024-04-04,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-04,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-03-18,25232924850,15.0,12700,2024-04-13,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-12,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-03,25232924850,15.0,12700,2024-04-25,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-25,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-03,25232924850,15.0,12700,2024-05-04,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-05-03,0,0,0,0,96,0,0,0,0,0,0,0,0,0
,2024-04-03,25232924850,15.0,12700,2024-05-13,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-05-13,0,0,0,0,96,0,0,0,0,0,0,0,0,0
2024-04-10 00:00:00,2024-04-04,25232924850,15.0,12700,2024-04-10,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,,2024-04-10,0,0,0,0,96,0,0,0,0,0,0,0,0,0
