品目コード,ライン,入目,流速,予定数量(㎏),納期,チケットＮＯ,備考,生産日,順番,slot,nouki_copy,SP_time_taken,SV_time_taken,SP_rate/hr,SV_rate/hr,品名,入れ目,荷姿,SVライン,SV流量(㎏/h),SPライン,SP流量(㎏/h),アレルゲン,初回限定,最終限定,KI製品,テンパリング,窒素ガス,沃素価,バッチ制限,MO-7S配合,リパック,特記事項,KI
25294121810,,15,,12700,2022-06-30,K-202205-0999,ｽﾃｲﾔｰｼﾘｰｽﾞ計画順番 ； STｼｮｰﾄ → ｽﾃｲﾔｰﾃﾞﾗｯｸｽK → ｽﾃｲﾔｰｽﾍﾟｼｬﾙ/ｱｺﾙﾄ → ｽﾃｲﾔｰSA,2024-03-01,,,2024-03-02,3,2,"6,000","6,500",ｽﾃｲﾔ-ｽﾍﾟｼﾔﾙ(SS),,,,,,,,,〇,,,,準高,,,×,,×
