繰上不可(×）,依頼日,品目コード,入目,予定数量(㎏),納期,チケットＮＯ,品名,入れ目,荷姿,SVライン,SV流量(㎏/h),SPライン,SP流量(㎏/h),アレルゲン,初回限定,最終限定,KI製品,テンパリング,窒素ガス,沃素価,バッチ制限,MO-7S配合,リパック,特記事項,nouki_copy,KI,SP_time_taken,SV_time_taken,slot,チケットNO,ライン,予定数量,備考,流速,生産日,順番
,,25230924890,10.0,,2024-04-27,,ﾁｴｽﾀ-2000 10K (HH),,,,,,,,,,,〇,,,,,×,,2024-04-26,×,67.0,67.0,,,,6000.0,,,,
,,25230924890,10.0,,2024-05-07,,ﾁｴｽﾀ-2000 10K (HH),,,,,,,,,,,〇,,,,,×,,2024-05-06,×,67.0,67.0,,,,6000.0,,,,
,,25230924890,10.0,,2024-05-13,,ﾁｴｽﾀ-2000 10K (HH),,,,,,,,,,,〇,,,,,×,,2024-05-10,×,67.0,67.0,,,,6000.0,,,,
,,25230924890,10.0,,2024-05-06,,ﾁｴｽﾀ-2000 10K (HH),,,,,,,,,,,〇,,,,,×,,2024-05-03,×,67.0,67.0,,,,6000.0,,,,
,,25230924890,10.0,,2024-05-20,,ﾁｴｽﾀ-2000 10K (HH),,,,,,,,,,,〇,,,,,×,,2024-05-17,×,142.0,142.0,,,,12700.0,,,,
,,25230924890,10.0,,2024-05-27,,ﾁｴｽﾀ-2000 10K (HH),,,,,,,,,,,〇,,,,,×,,2024-05-24,×,142.0,142.0,,,,12700.0,,,,
,,25230924890,10.0,,2024-05-20,,ﾁｴｽﾀ-2000 10K (HH),,,,,,,,,,,〇,,,,,×,,2024-05-17,×,67.0,67.0,,,,6000.0,,,,
,,25230924890,10.0,,2024-05-27,,ﾁｴｽﾀ-2000 10K (HH),,,,,,,,,,,〇,,,,,×,,2024-05-24,×,67.0,67.0,,,,6000.0,,,,
,,25230924890,10.0,,2024-06-08,,ﾁｴｽﾀ-2000 10K (HH),,,,,,,,,,,〇,,,,,×,,2024-06-07,×,67.0,67.0,,,,6000.0,,,,
,,25232924850,15.0,,2024-02-29,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-02-29,×,96.0,96.0,,,,12700.0,,,,
,,25232924850,15.0,,2024-03-30,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,,,,
,,25232924850,15.0,,2024-04-04,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-04-04,×,96.0,96.0,,,,12700.0,,,,
,,25232924850,15.0,,2024-04-13,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-04-12,×,96.0,96.0,,,,12700.0,,,,
,,25232924850,15.0,,2024-04-25,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-04-25,×,96.0,96.0,,,,12700.0,,,,
,,25232924850,15.0,,2024-05-04,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-05-03,×,96.0,96.0,,,,12700.0,,,,
,,25232924850,15.0,,2024-05-13,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-05-13,×,96.0,96.0,,,,12700.0,,,,
,,25232924850,15.0,,2024-04-10,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-04-10,×,96.0,96.0,,,,12700.0,,,,
,,25232924850,15.0,,2024-05-07,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-05-07,×,96.0,96.0,,,,12700.0,,,,
,,25232924850,15.0,,2024-05-04,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-05-03,×,96.0,96.0,,,,12700.0,,,,
,,25232924850,15.0,,2024-05-20,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-05-20,×,96.0,96.0,,,,12700.0,,,,
,,25232924850,15.0,,2024-05-27,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,96.0,,,,12700.0,,,,
,,25232924850,15.0,,2024-06-08,,NCｼｮｰﾄ(DIR)(M),,,,,,,,,,,,,,,,×,,2024-06-07,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-02-26,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-02-26,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-03-18,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-03-18,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-03-21,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-03-21,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-03-25,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-03-25,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-03-30,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-04-04,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-04,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-04-08,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-08,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-04-10,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-10,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-04-15,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-15,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-04-17,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-17,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-04-20,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-19,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-04-22,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-22,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-04-01,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-01,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-04-10,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-10,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-04-25,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-25,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-04-30,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-30,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-05-09,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-09,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-05-13,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-13,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-04-15,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-04-15,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-05-03,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-03,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-05-14,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-14,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-05-16,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-16,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-05-20,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-20,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-05-22,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-22,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-05-23,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-23,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-05-27,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-05-27,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,96.0,,,,12700.0,,,,
,,25244422870,15.0,,2024-06-10,,ｲﾄｳIK-NT(H),,,,,,,,,,,,,,,,×,,2024-06-10,×,96.0,96.0,,,,12700.0,,,,
,,25280921850,15.0,,2024-04-08,,ﾏｲﾙﾄﾞﾌｱﾂﾄDX(M),,,,,,,,,〇,,〇,,,,,×,,2024-04-05,×,75.0,75.0,,,,10000.0,ﾊｲDXﾌｧｯﾄ→ｻﾝﾄﾞｸﾘｰﾑMTR→ﾏｲﾙﾄﾞﾌｧｯﾄDXの順で連続可能｡,,,
,,25280921850,15.0,,2024-05-13,,ﾏｲﾙﾄﾞﾌｱﾂﾄDX(M),,,,,,,,,〇,,〇,,,,,×,,2024-05-10,×,34.0,34.0,,,,4464.0,ﾊｲDXﾌｧｯﾄ→ｻﾝﾄﾞｸﾘｰﾑMTR→ﾏｲﾙﾄﾞﾌｧｯﾄDXの順で連続可能｡,,,
,,25286621830,15.0,,2024-02-29,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-02-29,×,127.0,127.0,,,,12700.0,副原料無添,,,
,,25286621830,15.0,,2024-03-30,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-03-29,×,127.0,127.0,,,,12700.0,副原料無添,,,
,,25286621830,15.0,,2024-04-15,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-04-15,×,127.0,127.0,,,,12700.0,副原料無添,,,
,,25286621830,15.0,,2024-04-22,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-04-22,×,127.0,127.0,,,,12700.0,副原料無添,,,
,,25286621830,15.0,,2024-04-11,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-04-11,×,127.0,127.0,,,,12700.0,副原料無添,,,
,,25286621830,15.0,,2024-04-25,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-04-25,×,127.0,127.0,,,,12700.0,副原料無添,,,
,,25286621830,15.0,,2024-05-09,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-05-09,×,127.0,127.0,,,,12700.0,副原料無添,,,
,,25286621830,15.0,,2024-05-20,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-05-20,×,127.0,127.0,,,,12700.0,副原料無添,,,
,,25286621830,15.0,,2024-05-27,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-05-27,×,127.0,127.0,,,,12700.0,副原料無添,,,
,,25286621830,15.0,,2024-06-10,,EZｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-06-10,×,127.0,127.0,,,,12700.0,副原料無添,,,
,,25299021000,15.0,,2024-02-29,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,,,,,,,,,,,,,,,,×,,2024-02-29,×,96.0,96.0,,,,12700.0,,,,
,,25299021000,15.0,,2024-04-06,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,,,,,,,,,,,,,,,,×,,2024-04-05,×,96.0,96.0,,,,12700.0,,,,
,,25299021000,15.0,,2024-04-15,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,,,,,,,,,,,,,,,,×,,2024-04-15,×,96.0,96.0,,,,12700.0,,,,
,,25299021000,15.0,,2024-05-09,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,,,,,,,,,,,,,,,,×,,2024-05-09,×,96.0,96.0,,,,12700.0,,,,
,,25299021000,15.0,,2024-05-13,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,,,,,,,,,,,,,,,,×,,2024-05-13,×,96.0,96.0,,,,12700.0,,,,
,,25299021000,15.0,,2024-05-27,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,96.0,,,,12700.0,,,,
,,25306521830,10.0,,2024-04-17,,ﾘｽﾌﾚ-ﾃSP-Ⅱ(S),,,,,,,,,,,,,,,,×,,2024-04-17,×,142.0,142.0,,,,12700.0,,,,
,,25306521830,10.0,,2024-04-22,,ﾘｽﾌﾚ-ﾃSP-Ⅱ(S),,,,,,,,,,,,,,,,×,,2024-04-22,×,142.0,142.0,,,,12700.0,,,,
,,25306521830,10.0,,2024-05-27,,ﾘｽﾌﾚ-ﾃSP-Ⅱ(S),,,,,,,,,,,,,,,,×,,2024-05-27,×,67.0,67.0,,,,6000.0,,,,
,,25317521870,15.0,,2024-04-22,,ｼｮｰﾄﾆﾝｸﾞYA-III(H),,,,,,,,〇,,,,,,,,×,,2024-04-22,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25317521870,15.0,,2024-05-20,,ｼｮｰﾄﾆﾝｸﾞYA-III(H),,,,,,,,〇,,,,,,,,×,,2024-05-20,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25318821000,15.0,,2024-03-25,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-03-25,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-03-25,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-03-25,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-03-25,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-03-25,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-04-04,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-04-04,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-04-04,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-04-04,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-04-04,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-04-04,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-04-18,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-04-18,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-04-18,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-04-18,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-04-18,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-04-18,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-04-24,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-04-24,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-04-24,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-04-24,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-04-24,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-04-24,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-05-08,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-05-08,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-05-08,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-05-08,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-05-08,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-05-08,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-05-22,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-05-22,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-05-22,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-05-22,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-05-22,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-05-22,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-06-11,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-06-11,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-06-11,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-06-11,○,0.0,76.0,,,,9500.0,,,,
,,25318821000,15.0,,2024-06-11,,ｱ-ﾈｽﾄ,,,,,,,,,,,,,,,,×,,2024-06-11,○,0.0,76.0,,,,9500.0,,,,
,,25710721000,15.0,,2024-03-25,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-03-22,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-04-02,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-04-01,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-04-08,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-04-05,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-04-11,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-04-10,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-04-20,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-04-19,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-04-24,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-04-23,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-05-09,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-05-08,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-05-15,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-05-14,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-05-22,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-05-21,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-05-27,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-05-24,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-06-03,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-05-31,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-06-10,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-06-07,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-06-12,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-06-11,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-06-17,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-06-14,×,96.0,96.0,,,,12700.0,,,,
,,25710721000,15.0,,2024-05-25,,FPｼｮ-ﾄLT2,,,,,,,,,,,〇,,,,,○,,2024-05-24,×,96.0,96.0,,,,12700.0,,,,
,,25710722000,15.0,,2024-02-27,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-02-26,×,96.0,96.0,,,,12700.0,,,,
,,25710722000,15.0,,2024-04-03,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-04-02,×,96.0,96.0,,,,12700.0,,,,
,,25710722000,15.0,,2024-04-10,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-04-09,×,96.0,96.0,,,,12700.0,,,,
,,25710722000,15.0,,2024-04-25,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-04-24,×,96.0,96.0,,,,12700.0,,,,
,,25710722000,15.0,,2024-05-10,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-05-09,×,96.0,96.0,,,,12700.0,,,,
,,25710722000,15.0,,2024-05-20,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-05-17,×,96.0,96.0,,,,12700.0,,,,
,,25710722000,15.0,,2024-05-27,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-05-24,×,96.0,96.0,,,,12700.0,,,,
,,25710722000,15.0,,2024-06-08,,FPｼｮｰﾄLT2(15K),,,,,,,,,,,〇,,,,,×,,2024-06-07,×,96.0,96.0,,,,12700.0,,,,
,,25711121360,15.0,,2024-03-25,,ﾓ-ｾﾞﾙBU(36℃),,,,,,,,,,,,,低,,,×,,2024-03-25,×,45.0,45.0,,,,6000.0,,,,
,,25716121870,15.0,,2024-03-30,,ｼﾞｴﾐﾆNTR(H),,,,,,,,,,,,,,,,×,,2024-03-29,○,0.0,86.0,,,,10000.0,,,,
,,25716121870,15.0,,2024-04-24,,ｼﾞｴﾐﾆNTR(H),,,,,,,,,,,,,,,,×,,2024-04-24,○,0.0,86.0,,,,10000.0,,,,
,,25716121870,15.0,,2024-04-24,,ｼﾞｴﾐﾆNTR(H),,,,,,,,,,,,,,,,×,,2024-04-24,○,0.0,86.0,,,,10000.0,,,,
,,25716121870,15.0,,2024-05-08,,ｼﾞｴﾐﾆNTR(H),,,,,,,,,,,,,,,,×,,2024-05-08,○,0.0,86.0,,,,10000.0,,,,
,,25716121870,15.0,,2024-06-11,,ｼﾞｴﾐﾆNTR(H),,,,,,,,,,,,,,,,×,,2024-06-11,○,0.0,86.0,,,,10000.0,,,,
,,25800421870,15.0,,2024-02-21,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-02-21,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-02-27,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-02-27,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-03-21,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-03-21,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-03-30,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-03-30,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-03,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-03,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-04,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-04,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-08,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-08,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-13,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-12,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-17,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-17,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-20,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-19,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-20,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-19,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-22,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-22,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-05,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-05,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-09,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-09,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-09,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-09,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-25,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-25,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-04-30,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-04-30,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-05-06,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-06,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-05-07,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-07,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-05-11,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-10,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-05-14,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-14,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-05-15,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-15,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-05-20,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-20,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-05-27,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-27,×,96.0,96.0,,,,12700.0,副原料無添,,,
