繰上不可(×）,依頼日,品目コード,品名,入目,予定数量(㎏),納期,チケットＮＯ
,2024-02-26,25284221030,ﾘｽﾊﾟ-ﾙ(ﾚﾝﾆﾕｳ)(3),10.0,4900,20240318,
,2024-02-26,25259621000,ﾒﾄﾞﾚﾂﾄST,15.0,3500,20240310,
,2024-02-27,25299421040,ﾎﾟﾜﾛBA*(4),10.0,4800,20240309,
,2024-02-27,25299421040,ﾎﾟﾜﾛBA*(4),10.0,4800,20240316,
,2024-02-27,25567121830,ロワールCP-Y,10.0,5000,20240318,
,2024-02-27,25566021850,EZマーガリンR,10.0,5000,20240314,
,2024-02-27,25352921000,デリプランツコクアップ,10.0,5000,20240321,
,2024-02-29,25299421040,ﾎﾟﾜﾛBA*(4),10.0,4800,20240325,
,2024-02-29,25299421040,ﾎﾟﾜﾛBA*(4),10.0,4800,20240330,
,2024-03-04,25299421040,ﾎﾟﾜﾛBA*(4),10.0,4800,20240330,
,2024-03-04,25299421040,ﾎﾟﾜﾛBA*(4),10.0,4800,20240330,
,2024-03-04,25352321000,クレマチスCP,10.0,4500,20240316,
,2024-03-04,25352321000,クレマチスCP,10.0,4500,20240330,
,2024-03-04,25303821850,ｴﾚﾊﾞｰﾙﾚｰﾁｪCP,12.0,4900,20240330,
,2024-03-04,25308822830,F-ADM-SP(17.5ｋ),10.0,5000,20240320,
,2024-03-05,25265021830,WMﾏ-ｶﾞﾘﾝ(S),15.0,4500,20240325,
,2024-03-05,25265021830,WMﾏ-ｶﾞﾘﾝ(S),15.0,4500,20240325,
,2024-03-05,25451921040,ﾊｲﾏ-ﾁ(ﾐﾙｸ) DF(4),7.0,5000,20240327,
,2024-03-05,25160021830,ｵﾘﾝﾋﾟｱｽﾗｲｽ(ｽｲｰﾄﾐﾙｸ*S,10.0,4410,20240330,
,2024-03-05,25330221000,ﾘｽｻｸｻｸﾏｰｶﾞﾘﾝCF,15.0,5000,20240318,
,2024-03-05,25330221000,ﾘｽｻｸｻｸﾏｰｶﾞﾘﾝCF,15.0,5000,20240318,
,2024-03-05,25352421000,コーティングファット,10.0,5000,20240330,
,2024-03-05,25352421000,コーティングファット,10.0,5000,20240330,
,2024-03-08,25330221000,ﾘｽｻｸｻｸﾏｰｶﾞﾘﾝCF,15.0,5000,20240330,
,2024-03-08,25330221000,ﾘｽｻｸｻｸﾏｰｶﾞﾘﾝCF,15.0,5000,20240330,
,2024-03-08,25330221000,ﾘｽｻｸｻｸﾏｰｶﾞﾘﾝCF,15.0,5000,20240330,
,2024-03-08,25290021830,リスソフトホイップ,10.0,5000,20240321,
,2024-03-08,25154622000,ﾈﾌｴﾂｸｽ,10.0,10000,20240330,
,2024-03-08,25315921000,クレマチス,10.0,4500,20240321,
,2024-03-08,25315921000,クレマチス,10.0,4500,20240330,
,2024-03-08,25315921000,クレマチス,10.0,4500,20240330,
,2024-03-08,25319821810,BPﾏ-ｶﾞﾘﾝA-3,15.0,5000,20240330,
,2024-03-08,25324221850,クリーミソフトY,10.0,4500,20240330,
,2024-03-08,25328921830,D-BFI,15.0,4500,20240330,
,2024-03-11,25177421830,ｱﾛﾏ-ﾃﾞｼ-ﾄ(S),15.0,4800,20240330,
,2024-03-18,25566021850,EZマーガリンR,10.0,5000,20240321,
,2024-03-18,25566021850,EZマーガリンR,10.0,5000,20240323,
