繰上不可(×）,依頼日,品目コード,入目,予定数量(㎏),納期,チケットＮＯ,品名,入れ目,荷姿,SVライン,SV流量(㎏/h),SPライン,SP流量(㎏/h),アレルゲン,初回限定,最終限定,KI製品,テンパリング,窒素ガス,沃素価,バッチ制限,MO-7S配合,リパック,特記事項
,2024-05-13,25223311000,16.0,6100,20240617,,ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"5,400",〇,"5,800",A,,,×,,,,,×,×,
,2024-02-06,25272711000,15.0,12200,20240304,,ﾌﾗｲｵｲﾙ-MK,15.0,CAN,〇,"7,500",〇,"5,400",A,,,×,,,,,×,×,
,2024-02-28,25272711000,15.0,12200,20240311,,ﾌﾗｲｵｲﾙ-MK,15.0,CAN,〇,"7,500",〇,"5,400",A,,,×,,,,,×,×,
,2024-02-28,25272711000,15.0,12200,20240322,,ﾌﾗｲｵｲﾙ-MK,15.0,CAN,〇,"7,500",〇,"5,400",A,,,×,,,,,×,×,
,2024-03-04,25272711000,15.0,12200,20240312,,ﾌﾗｲｵｲﾙ-MK,15.0,CAN,〇,"7,500",〇,"5,400",A,,,×,,,,,×,×,
,2024-03-04,25272711000,15.0,6100,20240319,,ﾌﾗｲｵｲﾙ-MK,15.0,CAN,〇,"7,500",〇,"5,400",A,,,×,,,,,×,×,
,2024-03-18,25272711000,15.0,18300,20240411,,ﾌﾗｲｵｲﾙ-MK,15.0,CAN,〇,"7,500",〇,"5,400",A,,,×,,,,,×,×,
,2024-04-03,25272711000,15.0,18300,20240425,,ﾌﾗｲｵｲﾙ-MK,15.0,CAN,〇,"7,500",〇,"5,400",A,,,×,,,,,×,×,
,2024-04-22,25272711000,15.0,18300,20240516,,ﾌﾗｲｵｲﾙ-MK,15.0,CAN,〇,"7,500",〇,"5,400",A,,,×,,,,,×,×,
,2024-05-13,25272711000,15.0,12200,20240527,,ﾌﾗｲｵｲﾙ-MK,15.0,CAN,〇,"7,500",〇,"5,400",A,,,×,,,,,×,×,
,2024-05-13,25272711000,15.0,12200,20240610,,ﾌﾗｲｵｲﾙ-MK,15.0,CAN,〇,"7,500",〇,"5,400",A,,,×,,,,,×,×,
,2024-05-13,25272711000,15.0,12200,20240617,,ﾌﾗｲｵｲﾙ-MK,15.0,CAN,〇,"7,500",〇,"5,400",A,,,×,,,,,×,×,
,2024-02-06,25305711030,15.0,6100,20240229,,ﾎﾞﾂｸｽｵｲﾙSP,15.0,CAN,〇,"7,500",〇,"4,200",A,,,×,,,高,,×,×,
,2024-02-28,25305711030,15.0,6100,20240318,,ﾎﾞﾂｸｽｵｲﾙSP,15.0,CAN,〇,"7,500",〇,"4,200",A,,,×,,,高,,×,×,
,2024-03-18,25305711030,15.0,6100,20240415,,ﾎﾞﾂｸｽｵｲﾙSP,15.0,CAN,〇,"7,500",〇,"4,200",A,,,×,,,高,,×,×,
,2024-05-13,25305711030,15.0,6100,20240613,,ﾎﾞﾂｸｽｵｲﾙSP,15.0,CAN,〇,"7,500",〇,"4,200",A,,,×,,,高,,×,×,
,2024-02-06,25306211000,13.0,6100,20240306,,EZﾌﾗｲｵｲﾙ,13.0,CAN,〇,"6,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-03-18,25306211000,13.0,6100,20240408,,EZﾌﾗｲｵｲﾙ,13.0,CAN,〇,"6,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-22,25306211000,13.0,6100,20240520,,EZﾌﾗｲｵｲﾙ,13.0,CAN,〇,"6,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-05-02,25306211000,13.0,6100,20240514,,EZﾌﾗｲｵｲﾙ,13.0,CAN,〇,"6,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-05-13,25306211000,13.0,6100,20240617,,EZﾌﾗｲｵｲﾙ,13.0,CAN,〇,"6,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-02-06,25320311000,15.0,12200,20240229,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-02-06,25320311000,15.0,12200,20240311,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-02-28,25320311000,15.0,12200,20240314,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-02-28,25320311000,15.0,12200,20240321,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-03-18,25320311000,15.0,12200,20240404,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-03-18,25320311000,15.0,12200,20240411,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-03-18,25320311000,15.0,12200,20240418,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-04-03,25320311000,15.0,12200,20240426,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-04-03,25320311000,15.0,12200,20240509,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-04-22,25320311000,15.0,12200,20240515,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-04-22,25320311000,15.0,12200,20240527,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-05-13,25320311000,15.0,6100,20240606,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-05-13,25320311000,15.0,6100,20240613,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-05-20,25320311000,15.0,6100,20240610,,ｱﾒﾘｶ-ﾅ-SP,15.0,CAN,〇,"7,000",〇,"5,600",A,,,×,,,,,×,×,
,2024-02-06,25555511000,16.0,6100,20240311,,SBｵｲﾙZ,16.0,CAN,〇,"8,000",〇,"6,300",A,,,×,,,,,×,×,
,2024-03-18,25555511000,16.0,6100,20240403,,SBｵｲﾙZ,16.0,CAN,〇,"8,000",〇,"6,300",A,,,×,,,,,×,×,
,2024-03-18,25555511000,16.0,6100,20240422,,SBｵｲﾙZ,16.0,CAN,〇,"8,000",〇,"6,300",A,,,×,,,,,×,×,
,2024-04-03,25555511000,16.0,6100,20240513,,SBｵｲﾙZ,16.0,CAN,〇,"8,000",〇,"6,300",A,,,×,,,,,×,×,
,2024-05-13,25555511000,16.0,6100,20240527,,SBｵｲﾙZ,16.0,CAN,〇,"8,000",〇,"6,300",A,,,×,,,,,×,×,
,2024-05-13,25555511000,16.0,6100,20240617,,SBｵｲﾙZ,16.0,CAN,〇,"8,000",〇,"6,300",A,,,×,,,,,×,×,
,2024-02-06,25747111000,16.0,12200,20240304,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-02-06,25747111000,16.0,18300,20240309,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-02-28,25747111000,16.0,18300,20240314,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-02-28,25747111000,16.0,18300,20240320,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-02-28,25747111000,16.0,12200,20240330,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-03-18,25747111000,16.0,12200,20240330,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-03-18,25747111000,16.0,12200,20240406,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-03-18,25747111000,16.0,12200,20240410,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-03-18,25747111000,16.0,12200,20240417,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-04-03,25747111000,16.0,18300,20240507,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-04-03,25747111000,16.0,12200,20240513,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-04-19,25747111000,16.0,12200,20240426,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-04-22,25747111000,16.0,12200,20240513,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-04-22,25747111000,16.0,12200,20240516,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-04-22,25747111000,16.0,12200,20240520,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-04-22,25747111000,16.0,24400,20240527,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-05-13,25747111000,16.0,12200,20240607,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-05-13,25747111000,16.0,12200,20240612,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-05-13,25747111000,16.0,12200,20240617,,SBｵｲﾙR,16.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-02-06,25800311000,16.0,12200,20240217,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-02-06,25800311000,16.0,12200,20240224,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-02-06,25800311000,16.0,12200,20240304,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-02-06,25800311000,16.0,12200,20240311,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-02-28,25800311000,16.0,18300,20240314,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
2024-03-21 00:00:00,2024-03-18,25800311000,16.0,18300,20240321,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-03-18,25800311000,16.0,12200,20240330,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-03-18,25800311000,16.0,12200,20240404,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-03-18,25800311000,16.0,12200,20240411,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-03-18,25800311000,16.0,12200,20240418,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-04-03,25800311000,16.0,18300,20240430,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-04-03,25800311000,16.0,12200,20240513,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-04-19,25800311000,16.0,12200,20240507,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-04-22,25800311000,16.0,12200,20240520,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-04-22,25800311000,16.0,12200,20240527,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-05-13,25800311000,16.0,12200,20240607,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-05-13,25800311000,16.0,12200,20240614,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-05-15,25800311000,16.0,6100,20240527,,MB-ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"7,500",〇,"5,800",A,,,×,,,,,×,×,
,2024-02-06,26611111000,15.0,12200,20240226,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-02-06,26611111000,15.0,12200,20240304,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-02-06,26611111000,15.0,12200,20240311,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-02-28,26611111000,15.0,18300,20240318,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-02-28,26611111000,15.0,18300,20240325,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-03-18,26611111000,15.0,12200,20240406,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-03-18,26611111000,15.0,12200,20240417,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-04-03,26611111000,15.0,12200,20240420,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-04-03,26611111000,15.0,12200,20240430,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-04-03,26611111000,15.0,12200,20240509,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-04-11,26611111000,15.0,12200,20240430,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-04-22,26611111000,15.0,12200,20240515,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-04-22,26611111000,15.0,12200,20240520,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-04-22,26611111000,15.0,12200,20240527,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-05-13,26611111000,15.0,12200,20240608,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-05-13,26611111000,15.0,12200,20240615,,ｸﾗｳﾝﾗ-ﾄﾞ #100K,15.0,CAN,〇,"8,000",〇,"6,100",A,,,×,,,,,×,×,
,2024-02-06,26611311000,15.0,6100,20240309,,ｺﾞ-ﾙﾄﾞｸﾗｳﾝ DX,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-28,26611311000,15.0,6100,20240325,,ｺﾞ-ﾙﾄﾞｸﾗｳﾝ DX,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-03-18,26611311000,15.0,6100,20240418,,ｺﾞ-ﾙﾄﾞｸﾗｳﾝ DX,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-03,26611311000,15.0,6100,20240422,,ｺﾞ-ﾙﾄﾞｸﾗｳﾝ DX,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-22,26611311000,15.0,6100,20240502,,ｺﾞ-ﾙﾄﾞｸﾗｳﾝ DX,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-05-13,26611311000,15.0,6100,20240612,,ｺﾞ-ﾙﾄﾞｸﾗｳﾝ DX,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-05-16,26611311000,15.0,6100,20240527,,ｺﾞ-ﾙﾄﾞｸﾗｳﾝ DX,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-06,26631111050,15.0,12200,20240226,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-06,26631111050,15.0,12200,20240304,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-06,26631111050,15.0,12200,20240311,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-28,26631111050,15.0,12200,20240321,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-03-18,26631111050,15.0,12200,20240330,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-03-18,26631111050,15.0,12200,20240406,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-03-18,26631111050,15.0,12200,20240415,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-03-18,26631111050,15.0,12200,20240422,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-03,26631111050,15.0,12200,20240426,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-06,26631211000,15.0,6100,20240229,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-02-06,26631211000,15.0,6100,20240309,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-02-28,26631211000,15.0,6100,20240321,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-03-18,26631211000,15.0,6100,20240406,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-03-18,26631211000,15.0,6100,20240417,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-03-27,26631211000,15.0,6100,20240410,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-03-27,26631211000,15.0,6100,20240412,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-03-27,26631211000,15.0,6100,20240420,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-04-03,26631211000,15.0,6100,20240426,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-04-03,26631211000,15.0,6100,20240508,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-04-22,26631211000,15.0,6100,20240520,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-04-22,26631211000,15.0,6100,20240527,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-05-08,26631211000,15.0,6100,20240527,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-05-13,26631211000,15.0,6100,20240612,,ｸﾗｳﾝﾗ-ﾄﾞ#300(A),15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-02-06,26632913000,15.0,12200,20240304,,ｸﾗｳﾝﾗ-ﾄﾞ(NF),15.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-02-28,26632913000,15.0,12200,20240330,,ｸﾗｳﾝﾗ-ﾄﾞ(NF),15.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-03-18,26632913000,15.0,6100,20240404,,ｸﾗｳﾝﾗ-ﾄﾞ(NF),15.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-03-18,26632913000,15.0,12200,20240411,,ｸﾗｳﾝﾗ-ﾄﾞ(NF),15.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-04-03,26632913000,15.0,12200,20240430,,ｸﾗｳﾝﾗ-ﾄﾞ(NF),15.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-04-22,26632913000,15.0,18300,20240527,,ｸﾗｳﾝﾗ-ﾄﾞ(NF),15.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-05-13,26632913000,15.0,12200,20240613,,ｸﾗｳﾝﾗ-ﾄﾞ(NF),15.0,CAN,〇,"7,500",〇,"6,300",A,,,×,,,,,×,×,
,2024-02-07,25222522040,20.0,5000,20240214,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(35),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-02-21,25222522040,20.0,5000,20240229,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(35),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-02-28,25222522040,20.0,5000,20240307,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(35),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-03-13,25222522040,20.0,7500,20240321,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(35),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-03-19,25222522040,20.0,5000,20240327,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(35),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-03-27,25222522040,20.0,7500,20240404,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(35),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-04-03,25222522040,20.0,7500,20240411,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(35),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-04-09,25222522040,20.0,5000,20240416,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(35),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-04-16,25222522040,20.0,7500,20240424,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(35),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-04-23,25222522040,20.0,7500,20240430,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(35),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-05-08,25222522040,20.0,7500,20240515,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(35),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-02-08,25800811000,16.0,73200,20240220,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-08,25800811000,16.0,73200,20240221,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-08,25800811000,16.0,73200,20240226,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-08,25800811000,16.0,73200,20240228,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-08,25800811000,16.0,73200,20240229,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-08,25800811000,16.0,73200,20240304,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-08,25800811000,16.0,73200,20240306,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-08,25800811000,16.0,73200,20240307,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-08,25800811000,16.0,73200,20240311,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-28,25800811000,16.0,73200,20240311,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-28,25800811000,16.0,73200,20240313,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-28,25800811000,16.0,73200,20240315,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-28,25800811000,16.0,73200,20240319,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-28,25800811000,16.0,73200,20240320,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
