品目コード,品名,ライン,ライン名,入目,流速,テンパ品,沃素価,KI,初回限定,最終限定,ストレッチ,予定数量,納期,チケットNO,備考,生産日,順番,slot,nouki_copy
25120028830,ﾌﾟﾚﾐｱﾑｼﾖ-ﾄ-CF(S),1205,ＳＶ,15.0,8000,,,,〇,,,12700,2022-06-30,K-202205-1454,副原料添加なし初回限定,2022-06-27,4,2022-06-27 15:29:00-->2022-06-27 17:05:00,2022-06-30
25120028830,ﾌﾟﾚﾐｱﾑｼﾖ-ﾄ-CF(S),1205,ＳＶ,15.0,8000,,,,〇,,,12700,2022-06-30,K-202205-1455,副原料添加なし初回限定,2022-06-27,5,2022-06-27 17:25:00-->2022-06-27 19:01:00,2022-06-30
25244422870,ｲﾄｳIK-NT(H),1205,ＳＶ,15.0,8000,,,,,,,12700,2022-06-27,K-202205-1502,,2022-06-27,6,2022-06-27 19:21:00-->2022-06-27 20:57:00,2022-06-27
25249921000,ﾊﾟﾈﾘ-PV(13),1205,ＳＶ,15.0,8000,,,,,,,12700,2022-06-27,K-202205-1513,,2022-06-27,7,2022-06-27 21:17:00-->2022-06-27 22:53:00,2022-06-27
25351521000,MCｼｮｰﾄ(12),1205,ＳＶ,15.0,8000,,,,〇,,,12000,2022-06-30,K-202205-1530,副原料添加多く初回限定,2022-06-28,1,2022-06-28 07:20:00-->2022-06-28 08:50:00,2022-06-30
25351521000,MCｼｮｰﾄ(12),1205,ＳＶ,15.0,8000,,,,〇,,,12000,2022-06-30,K-202205-1531,副原料添加多く初回限定,2022-06-28,2,2022-06-28 09:10:00-->2022-06-28 10:40:00,2022-06-30
25244422870,ｲﾄｳIK-NT(H),1205,ＳＶ,15.0,8000,,,,,,,12700,2022-06-30,K-202205-1503,,2022-06-28,3,2022-06-28 11:00:00-->2022-06-28 12:36:00,2022-06-30
25221523060,ﾆﾕ-ｼﾖ-ﾄ(C)10K(6),1205,ＳＶ,10.0,5400,,,,,,,8000,2022-06-30,K-202206-0039,,2022-06-28,4,2022-06-28 12:56:00-->2022-06-28 14:25:00,2022-06-30
25105621000,ﾊﾟﾈﾘ-PV(12),1205,ＳＶ,15.0,8000,,,,,,,6000,2022-06-30,K-202205-1442,,2022-06-28,5,2022-06-28 14:45:00-->2022-06-28 15:30:00,2022-06-30
25118721830,ﾌﾟﾚﾐｱﾑｼﾖ-ﾄPV-ADF (S),1205,ＳＶ,15.0,8000,,,,,,,6000,2022-06-30,K-202205-1445,,2022-06-28,6,2022-06-28 15:50:00-->2022-06-28 16:35:00,2022-06-30
25118721810,ﾌﾟﾚﾐｱﾑｼﾖ-ﾄPV-ADF(SS),1205,ＳＶ,15.0,8000,,,,,,,4000,2022-06-30,K-202205-1444,,2022-06-28,7,2022-06-28 16:55:00-->2022-06-28 17:25:00,2022-06-30
25306521830,ﾘｽﾌﾚ-ﾃSP-Ⅱ(S),1205,ＳＶ,10.0,5400,,,,,,,6000,2022-06-30,K-202205-1521,,2022-06-28,8,2022-06-28 17:45:00-->2022-06-28 18:52:00,2022-06-30
25126221000,ｽﾃｲﾔ-SA,1205,ＳＶ,15.0,6500,,高沃素価,,,〇,,12700,2022-06-28,K-202205-1464,最終限定,2022-06-28,9,2022-06-28 19:12:00-->2022-06-28 21:10:00,2022-06-28
25120028830,ﾌﾟﾚﾐｱﾑｼﾖ-ﾄ-CF(S),1205,ＳＶ,15.0,8000,,,,〇,,,12700,2022-06-30,K-202205-1456,,2022-06-29,1,2022-06-29 07:20:00-->2022-06-29 08:56:00,2022-06-30
25217621380,ｻﾝﾄﾞｼﾖ-ﾄNT (38ﾟC),1205,ＳＶ,15.0,8000,,低沃素価,,,,,12700,2022-06-30,K-202205-1476,,2022-06-29,2,2022-06-29 09:16:00-->2022-06-29 10:52:00,2022-06-30
