品目コード,品名,ライン,ライン名,入目,流速,テンパ品,沃素価,KI,初回限定,最終限定,ストレッチ,予定数量,納期,チケットNO,備考,生産日,順番,slot,nouki_copy
25244422870,ｲﾄｳIK-NT(H),1205,ＳＶ,15.0,8000,,,,,,,12700,2022-06-30,K-202205-1503,,2022-06-28 00:00:00,3,2022-06-28 12:30:00-->2022-06-28 14:26:00,2022-06-30
25224021000,ABｼﾖ-ﾄ(PM),1205,ＳＶ,15.0,8000,〇,,,,,,12700,2022-06-30,K-202205-1481,,2022-06-28 00:00:00,4,2022-06-28 14:46:00-->2022-06-28 16:22:00,2022-06-29
25217722000,ﾁｪｽﾀｰLPV-TL2(18K),1205,ＳＶ,18.0,8000,〇,,,,,,12700,2022-06-30,K-202205-1477,,2022-06-28 00:00:00,5,2022-06-28 16:42:00-->2022-06-28 18:18:00,2022-06-29
25249621000,ｸｯｷｰｼｮｰﾄﾆﾝｸﾞ,1205,ＳＶ,15.0,8000,,,,,,,12700,2022-06-30,K-202205-1510,,2022-06-28 00:00:00,6,2022-06-28 18:38:00-->2022-06-28 20:14:00,2022-06-30
25105621000,ﾊﾟﾈﾘ-PV(12),1205,ＳＶ,15.0,8000,,,,,,,6000,2022-06-30,K-202205-1442,,2022-06-28 00:00:00,7,2022-06-28 20:34:00-->2022-06-28 21:19:00,2022-06-30
25126221000,ｽﾃｲﾔ-SA,1205,ＳＶ,15.0,6500,,高沃素価,,,〇,,12700,2022-06-28,K-202205-1464,最終限定,,,,2022-06-28
25132325870,ﾌﾟﾚﾐｱﾑｼﾖ-ﾄCF 10K(H),1205,ＳＶ,10.0,5400,,,,〇,,,12700,2022-06-30,K-202205-1468,副原料添加なし初回限定,2022-06-29 00:00:00,1,2022-06-29 07:20:00-->2022-06-29 09:42:00,2022-06-30
25120028830,ﾌﾟﾚﾐｱﾑｼﾖ-ﾄ-CF(S),1205,ＳＶ,15.0,8000,,,,〇,,,12700,2022-06-30,K-202205-1454,副原料添加なし初回限定,2022-06-29 00:00:00,2,2022-06-29 12:30:00-->2022-06-29 14:26:00,2022-06-30
25120028830,ﾌﾟﾚﾐｱﾑｼﾖ-ﾄ-CF(S),1205,ＳＶ,15.0,8000,,,,〇,,,12700,2022-06-30,K-202205-1455,副原料添加なし初回限定,2022-06-29 00:00:00,3,2022-06-29 14:46:00-->2022-06-29 16:22:00,2022-06-30
25120028830,ﾌﾟﾚﾐｱﾑｼﾖ-ﾄ-CF(S),1205,ＳＶ,15.0,8000,,,,〇,,,12700,2022-06-30,K-202205-1456,,2022-06-29 00:00:00,4,2022-06-29 16:42:00-->2022-06-29 18:18:00,2022-06-30
25130921830,ｼﾖ-ﾄﾆﾝｸﾞAM DIR(S),1205,ＳＶ,15.0,8000,,,,,,,12700,2022-06-30,K-202205-1465,,2022-06-29 00:00:00,5,2022-06-29 18:38:00-->2022-06-29 20:14:00,2022-06-30
25221523060,ﾆﾕ-ｼﾖ-ﾄ(C)10K(6),1205,ＳＶ,10.0,5400,,,,,,,8000,2022-06-30,K-202206-0039,,2022-06-29 00:00:00,6,2022-06-29 20:34:00-->2022-06-29 22:03:00,2022-06-30
25217621380,ｻﾝﾄﾞｼﾖ-ﾄNT (38ﾟC),1205,ＳＶ,15.0,8000,,低沃素価,,,,,12700,2022-06-30,K-202205-1476,,,,,2022-06-30
