品目コード,品名,ライン,ライン名,入目,流速,テンパ品,沃素価,KI,初回限定,最終限定,ストレッチ,予定数量,納期,チケットNO,備考,生産日,順番,slot
25270521000,ﾌｧﾝﾄﾑ1050,1205,ＳＶ,15,7000,,,KI(テンパー品),,,,10000,20220623,K-202206-0998,,,,
25294121810,ｽﾃｲﾔｰｽﾍﾟｼｬﾙ(SS),1205,ＳＶ,15,6500,,準高沃素価,,,〇,,12700,20220630,K-202205-0999,最終限定,,,
25280921830,ﾏｲﾙﾄﾞﾌｧｯﾄDX(S),1205,ＳＶ,15,8000,〇,,,,,,12700,20220630,K-202206-1999,アレルゲンB,,,
